Province/State,Country/Region,Lat,Long,period,confirmed,location
"Gregg, TX",US,32.4893,-94.8521,1/28/20,0,"32.4893,-94.8521"
"Monmouth, NJ",US,40.2589,-74.124,1/28/20,0,"40.2589,-74.124"
"Burlington, NJ",US,40.0712,-74.8649,1/28/20,0,"40.0712,-74.8649"
"Camden, NJ",US,39.9259,-75.1196,1/28/20,0,"39.9259,-75.1196"
"Passaic, NJ",US,40.8568,-74.1285,1/28/20,0,"40.8568,-74.1285"
"Union, NJ",US,40.6976,-74.2632,1/28/20,0,"40.6976,-74.2632"
"Eagle, CO",US,39.6553,-106.8287,1/28/20,0,"39.6553,-106.8287"
"Larimer, CO",US,40.6956,-105.5943,1/28/20,0,"40.6956,-105.5943"
"Arapahoe, CO",US,39.6203,-104.3326,1/28/20,0,"39.6203,-104.3326"
"Gunnison, CO",US,38.5458,-106.9253,1/28/20,0,"38.5458,-106.9253"
"Kane, IL",US,41.9879,-88.4016,1/28/20,0,"41.9879,-88.4016"
"Monroe, PA",US,41.0458,-75.2479,1/28/20,0,"41.0458,-75.2479"
"Philadelphia, PA",US,39.9526,-75.1652,1/28/20,0,"39.9526,-75.1652"
"Norfolk, VA",US,36.8508,-76.2859,1/28/20,0,"36.8508,-76.2859"
"Arlington, VA",US,38.8816,-77.09100000000001,1/28/20,0,"38.8816,-77.091"
"Spotsylvania, VA",US,38.2042,-77.6078,1/28/20,0,"38.2042,-77.6078"
"Loudoun, VA",US,39.0768,-77.6536,1/28/20,0,"39.0768,-77.6536"
"Prince George's, MD",US,38.7849,-76.8721,1/28/20,0,"38.7849,-76.8721"
"Pottawattamie, IA",US,41.3912,-95.4778,1/28/20,0,"41.3912,-95.4778"
"Camden, NC",US,34.2465,-80.607,1/28/20,0,"34.2465,-80.607"
"Pima, AZ",US,32.0575,-111.6661,1/28/20,0,"32.0575,-111.6661"
"Noble, IN",US,41.4277,-85.355,1/28/20,0,"41.4277,-85.355"
"Adams, IN",US,39.8522,-77.2865,1/28/20,0,"39.8522,-77.2865"
"Boone, IN",US,40.0106,-86.4997,1/28/20,0,"40.0106,-86.4997"
"Dane, WI",US,43.0186,-89.5498,1/28/20,0,"43.0186,-89.5498"
"Pierce, WI",US,44.7509,-92.3814,1/28/20,0,"44.7509,-92.3814"
"Cuyahoga, OH",US,41.4339,-81.6758,1/28/20,0,"41.4339,-81.6758"
"Weber, UT",US,41.2603,-111.9522,1/28/20,0,"41.2603,-111.9522"
"Bennington County, VT",US,43.0279,-73.135,1/28/20,0,"43.0279,-73.135"
"Carver County, MN",US,44.8254,-93.7842,1/28/20,0,"44.8254,-93.7842"
"Charlotte County, FL",US,26.8946,-81.9098,1/28/20,0,"26.8946,-81.9098"
"Cherokee County, GA",US,34.2515,-84.4803,1/28/20,0,"34.2515,-84.4803"
"Collin County, TX",US,33.1795,-96.493,1/28/20,0,"33.1795,-96.493"
"Jefferson County, KY",US,38.1938,-85.6435,1/28/20,0,"38.1938,-85.6435"
"Jefferson Parish, LA",US,29.6499,-90.1121,1/28/20,0,"29.6499,-90.1121"
"Shasta County, CA",US,40.7909,-121.8474,1/28/20,0,"40.7909,-121.8474"
"Spartanburg County, SC",US,34.8606,-81.9535,1/28/20,0,"34.8606,-81.9535"
"Harrison County, KY",US,38.4333,-84.3542,1/28/20,0,"38.4333,-84.3542"
